FOLD,COMPONENT_ID,SCENARIO_ID,REPRESENTATION_ID,IDENTITY_RAW_RISK,MAPPED_RAW_RISK,COMPONENT_RATIO,COMPONENT_WEIGHT,CONTRIBUTION_TO_AGGREGATE,AGGREGATION_PATH,MAPPING_SEMANTICS,REPLAY_SEED,FROZEN_LAMBDA,FROZEN_OBJECTIVE,TRAIN_OBJECTIVE_SCORE,MAPPING
2,scenario=1|representation=REP_0026,1,REP_0026,0.07481591865357642,0.07478669939223936,0.9996094512790472,0.020833333333333332,0.020825196901646817,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762909,0.0,O0_MEAN,0.8736593354118809,"[0,31,2,3,4,5,6,7,8,9,10,29,12,13,30,15,27,25,18,19,28,21,22,24,17,23,16,11,20,26,14,1]"
2,scenario=2|representation=REP_0026,2,REP_0026,0.08736532751541407,0.08503960385526949,0.9733793287762328,0.020833333333333332,0.020278736016171514,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762909,0.0,O0_MEAN,0.8736593354118809,"[0,31,2,3,4,5,6,7,8,9,10,29,12,13,30,15,27,25,18,19,28,21,22,24,17,23,16,11,20,26,14,1]"
2,scenario=3|representation=REP_0026,3,REP_0026,0.0868939253183435,0.08529469310485308,0.9815955809611374,0.020833333333333332,0.02044990793669036,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762909,0.0,O0_MEAN,0.8736593354118809,"[0,31,2,3,4,5,6,7,8,9,10,29,12,13,30,15,27,25,18,19,28,21,22,24,17,23,16,11,20,26,14,1]"
2,scenario=13|representation=REP_0026,13,REP_0026,0.11956521739130431,0.11956521739130431,1.0,0.020833333333333332,0.020833333333333332,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762909,0.0,O0_MEAN,0.8736593354118809,"[0,31,2,3,4,5,6,7,8,9,10,29,12,13,30,15,27,25,18,19,28,21,22,24,17,23,16,11,20,26,14,1]"
2,scenario=14|representation=REP_0026,14,REP_0026,0.08834817289163913,0.08455979335953187,0.9571198881865527,0.020833333333333332,0.01993999767055318,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762909,0.0,O0_MEAN,0.8736593354118809,"[0,31,2,3,4,5,6,7,8,9,10,29,12,13,30,15,27,25,18,19,28,21,22,24,17,23,16,11,20,26,14,1]"
2,scenario=15|representation=REP_0026,15,REP_0026,0.08785503073006967,0.08515625605099209,0.969281500937955,0.020833333333333332,0.02019336460287406,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762909,0.0,O0_MEAN,0.8736593354118809,"[0,31,2,3,4,5,6,7,8,9,10,29,12,13,30,15,27,25,18,19,28,21,22,24,17,23,16,11,20,26,14,1]"
2,scenario=1|representation=REP_0040,1,REP_0040,0.321938651921562,0.3220572824208333,1.0003684879046466,0.020833333333333332,0.020841010164680138,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762919,0.0,O0_MEAN,0.7965457607582748,"[0,25,29,3,4,19,6,7,21,27,10,18,15,22,17,24,14,23,16,20,26,11,1,8,2,9,5,28,30,13,12,31]"
2,scenario=2|representation=REP_0040,2,REP_0040,0.2854263982037505,0.28412188992991333,0.9954296158938112,0.020833333333333332,0.020738116997787732,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762919,0.0,O0_MEAN,0.7965457607582748,"[0,25,29,3,4,19,6,7,21,27,10,18,15,22,17,24,14,23,16,20,26,11,1,8,2,9,5,28,30,13,12,31]"
2,scenario=3|representation=REP_0040,3,REP_0040,0.2840394540162505,0.28265902633730466,0.9951400143204511,0.020833333333333332,0.020732083631676064,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762919,0.0,O0_MEAN,0.7965457607582748,"[0,25,29,3,4,19,6,7,21,27,10,18,15,22,17,24,14,23,16,20,26,11,1,8,2,9,5,28,30,13,12,31]"
2,scenario=13|representation=REP_0040,13,REP_0040,0.00031389568799419787,0.6428571428571428,2047.996093750181,0.020833333333333332,42.6665852864621,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762919,0.0,O0_MEAN,0.7965457607582748,"[0,25,29,3,4,19,6,7,21,27,10,18,15,22,17,24,14,23,16,20,26,11,1,8,2,9,5,28,30,13,12,31]"
2,scenario=14|representation=REP_0040,14,REP_0040,0.28425294003840496,0.2854033488890024,1.0040471308773165,0.020833333333333332,0.02091764855994409,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762919,0.0,O0_MEAN,0.7965457607582748,"[0,25,29,3,4,19,6,7,21,27,10,18,15,22,17,24,14,23,16,20,26,11,1,8,2,9,5,28,30,13,12,31]"
2,scenario=15|representation=REP_0040,15,REP_0040,0.2850189651774818,0.2834288594573904,0.9944210529320346,0.020833333333333332,0.020717105269417387,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762919,0.0,O0_MEAN,0.7965457607582748,"[0,25,29,3,4,19,6,7,21,27,10,18,15,22,17,24,14,23,16,20,26,11,1,8,2,9,5,28,30,13,12,31]"
2,scenario=1|representation=REP_0025,1,REP_0025,0.0688591136613356,0.07735319252838477,1.1233544612384199,0.020833333333333332,0.02340321794246708,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762929,0.0,O0_MEAN,0.8285285527197999,"[0,19,30,3,4,5,6,7,28,31,10,27,12,13,29,15,25,21,18,22,24,23,16,20,26,17,11,14,1,8,2,9]"
2,scenario=2|representation=REP_0025,2,REP_0025,0.0869351410981559,0.08500945140605333,0.9778491221412027,0.020833333333333332,0.020371856711275053,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762929,0.0,O0_MEAN,0.8285285527197999,"[0,19,30,3,4,5,6,7,28,31,10,27,12,13,29,15,25,21,18,22,24,23,16,20,26,17,11,14,1,8,2,9]"
2,scenario=3|representation=REP_0025,3,REP_0025,0.08667073471579345,0.0851906881514098,0.9829233412034991,0.020833333333333332,0.02047756960840623,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762929,0.0,O0_MEAN,0.8285285527197999,"[0,19,30,3,4,5,6,7,28,31,10,27,12,13,29,15,25,21,18,22,24,23,16,20,26,17,11,14,1,8,2,9]"
2,scenario=13|representation=REP_0025,13,REP_0025,6.714686851432498e-05,0.13749999999999998,2047.7499999968877,0.020833333333333332,42.66145833326849,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762929,0.0,O0_MEAN,0.8285285527197999,"[0,19,30,3,4,5,6,7,28,31,10,27,12,13,29,15,25,21,18,22,24,23,16,20,26,17,11,14,1,8,2,9]"
2,scenario=14|representation=REP_0025,14,REP_0025,0.08639844505353819,0.08444194857605153,0.977354957299587,0.020833333333333332,0.02036156161040806,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762929,0.0,O0_MEAN,0.8285285527197999,"[0,19,30,3,4,5,6,7,28,31,10,27,12,13,29,15,25,21,18,22,24,23,16,20,26,17,11,14,1,8,2,9]"
2,scenario=15|representation=REP_0025,15,REP_0025,0.0870069459684676,0.08507940226064786,0.9778460939369334,0.020833333333333332,0.020371793623686112,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762929,0.0,O0_MEAN,0.8285285527197999,"[0,19,30,3,4,5,6,7,28,31,10,27,12,13,29,15,25,21,18,22,24,23,16,20,26,17,11,14,1,8,2,9]"
2,scenario=1|representation=REP_0027,1,REP_0027,0.10185185185185183,0.06446575543797764,0.6329365079365079,0.020833333333333332,0.013186177248677248,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762939,0.0,O0_MEAN,0.8954440348885729,"[0,30,2,3,4,5,6,7,8,9,10,28,12,13,14,15,16,31,18,19,20,21,27,26,29,25,22,24,11,1,17,23]"
2,scenario=2|representation=REP_0027,2,REP_0027,0.08756258395780277,0.08531949900854507,0.9743830658270813,0.020833333333333332,0.02029964720473086,raw risks -> component mapped/identity ratio -> equal-weight mean over 6 held-out scenarios x 8 representations,mapping[logical_bit]=exposure_position,20762939,0.0,O0_MEAN,0.8954440348885729,"[0,30,2,3,4,5,6,7,8,9,10,28,12,13,14,15,16,31,18,19,20,21,27,26,29,25,22,24,11,1,17,23]"
